REQUESTID,STRSEGID,REQUESTTYP,Request type cleaned,REQUESTDAT,Day,COMMENTS,USERTYPE,NEAR_INTER,NEAR_STR,SNA_NAME,STRSEGID,Additional_COMMENTS,,,,,,,,,,,,,
978,3285894002832869729874,Crosswalk Needed,Crosswalk Needed,2/8/2018,Thu,"Cars park along MLK to access UC's campus, but the intersections with crosswalks are far apart. At the Burnet intersection, you have to cross over Burnet traveling East to get to the crosswalk that would take you across to the campus side of MLK.",travels (other),CLIFTON CT & CLIFTON CT TERM NE OF COLLEGE DR,W Martin Luther King Jr Dr,CUF,3285894002832869729874,,,,,,,,,,,,,,
979,3316144724733163727285,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/8/2018,Thu,"On 5th St cars come off the expressway and don't slow down, they then run the red light at Elm St and fill up the crosswalk so pedestrians have to walk between cars.",walks,W 5TH ST & ELM ST,W 5th St,Downtown,3316144724733163727285,,,,,,,,,,,,,,
980,4224922229045752192722,Crosswalk Needed,Crosswalk Needed,2/8/2018,Thu,"3-way intersection with traffic lights, but no crosswalk for pedestrian crossing.",walks,WILMER AV & BEECHMONT CIR,Wilmer Av,Linwood,4224922229045752192722,I AGREE!!!!,,,,,,,,,,,,,
981,4576432438945689338357,Crosswalk Needed,Crosswalk Needed,2/8/2018,Thu,"Lots of foot traffic at this intersection, but no crosswalk. Employees of US Bank who get off the bus at Beechmont, have to cross this heavy traffic area.",travels (other),WOOSTER RD BRIDGE & DUCK CREEK,Wooster Rd,Linwood,4576432438945689338357,I agree,,,,,,,,,,,,,
981,4576432438945689338357,Crosswalk Needed,Crosswalk Needed,2/8/2018,Thu,"Lots of foot traffic at this intersection, but no crosswalk. Employees of US Bank who get off the bus at Beechmont, have to cross this heavy traffic area.",travels (other),WOOSTER RD BRIDGE & DUCK CREEK,Wooster Rd,Linwood,4576432438945689338357,I agree!!,,,,,,,,,,,,,
981,4576432438945689338357,Crosswalk Needed,Crosswalk Needed,2/8/2018,Thu,"Lots of foot traffic at this intersection, but no crosswalk. Employees of US Bank who get off the bus at Beechmont, have to cross this heavy traffic area.",travels (other),WOOSTER RD BRIDGE & DUCK CREEK,Wooster Rd,Linwood,4576432438945689338357,"This is the entrance to a park, along an often traveled marathon training course, and often traveled by kids from adjacent neiborhood.",,,,,,,,,,,,,
982,3273274375432737863512,""" src=""images/06 - Speeding.png""></span>&nbsp;Speeding",Speeding,2/8/2018,Thu,The course between Lafayette & Whitfield is like a race track. Cars move way too fast. Needed is a light & crosswalk at the intersection of Morrison & Ludlow.  This would slow the traffic down & make for a safe crossing to access the park.,walks,MORRISON AV & MORRISON PL,Ludlow Av,Clifton,3273274375432737863512,,,,,,,,,,,,,,
983,4254199612242542546127,Crosswalk Needed,Crosswalk Needed,2/8/2018,Thu,No crosswalks on 1 mile of Brotherton Rd. This is very heavily walked. Crosswalks and lights needed.,travels (other),PILLARS DR & BROTHERTON RD,Brotherton Rd,Oakley,4254199612242542546127,,,,,,,,,,,,,,
984,4253920585142539466109,Parking too close to intersection,Parking too close to intersection,2/8/2018,Thu,Vehicles often parked in the Bus Stop. 3450 Brotherton,drives,SHEREL LN & BROTHERTON RD,Sherel Ln,Oakley,4253920585142539466109,,,,,,,,,,,,,,
985,4250594525942513765035,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,Many near misses because cars turning off Markbreit do not pay attention cross walk and cars turning left onto Markbreit have to do so quickly and with little visibility if there are cars waiting at the light. Horrifically unsafe area to walk.,walks,DRAKEWOOD DR & MARKBREIT AV,Markbreit Av,Oakley,4250594525942513765035,"Agree, this whole intersection is a mess.  Perhaps Markbriet should be a one way?  I don't know how to fix it, but it's a mess for cars and pedestrians.",,,,,,,,,,,,,
986,4240713296742511573248,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,"Vehicles do not stop for pedestrians using this crosswalk. Major issue is the crosswalk is not visible enough. Even as a driver who is fully aware of this crosswalk because I use it, I forget about it because it's so hard to see.",walks,PAXTON AV & FERDINAND PL,Paxton Av,Oakley,4240713296742511573248,agree,,,,,,,,,,,,,
986,4240713296742511573248,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,"Vehicles do not stop for pedestrians using this crosswalk. Major issue is the crosswalk is not visible enough. Even as a driver who is fully aware of this crosswalk because I use it, I forget about it because it's so hard to see.",walks,PAXTON AV & FERDINAND PL,Paxton Av,Oakley,4240713296742511573248,I agree,,,,,,,,,,,,,
986,4240713296742511573248,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,"Vehicles do not stop for pedestrians using this crosswalk. Major issue is the crosswalk is not visible enough. Even as a driver who is fully aware of this crosswalk because I use it, I forget about it because it's so hard to see.",walks,PAXTON AV & FERDINAND PL,Paxton Av,Oakley,4240713296742511573248,drivers anxious to turn right on red have a strong tendency to ignore crosswalks,,,,,,,,,,,,,
986,4240713296742511573248,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,"Vehicles do not stop for pedestrians using this crosswalk. Major issue is the crosswalk is not visible enough. Even as a driver who is fully aware of this crosswalk because I use it, I forget about it because it's so hard to see.",walks,PAXTON AV & FERDINAND PL,Paxton Av,Oakley,4240713296742511573248,I agree. The crosswalk is not that viable and people do not yield to pedestrians.,,,,,,,,,,,,,
986,4240713296742511573248,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,"Vehicles do not stop for pedestrians using this crosswalk. Major issue is the crosswalk is not visible enough. Even as a driver who is fully aware of this crosswalk because I use it, I forget about it because it's so hard to see.",walks,PAXTON AV & FERDINAND PL,Paxton Av,Oakley,4240713296742511573248,agree,,,,,,,,,,,,,
986,4240713296742511573248,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,"Vehicles do not stop for pedestrians using this crosswalk. Major issue is the crosswalk is not visible enough. Even as a driver who is fully aware of this crosswalk because I use it, I forget about it because it's so hard to see.",walks,PAXTON AV & FERDINAND PL,Paxton Av,Oakley,4240713296742511573248,Is also difficult to see going eastbound due to bend in the road and drivers racing through light. Could benefit from light up signs or higher vis paint.,,,,,,,,,,,,,
987,4079006006940791310064,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,,walks,MONTEITH AV & OBSERVATORY AV,Observatory Av,Hyde Park,4079006006940791310064,Agree!,,,,,,,,,,,,,
987,4079006006940791310064,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,,walks,MONTEITH AV & OBSERVATORY AV,Observatory Av,Hyde Park,4079006006940791310064,I agree.,,,,,,,,,,,,,
988,4253946610942541996122,Double Parking,Double Parking,2/8/2018,Thu,Parking in Bus stop,drives,SHEREL LN & BROTHERTON RD,Brotherton Rd,Oakley,4253946610942541996122,,,,,,,,,,,,,,
989,4241276902642414729006,Lack of Visibility,Lack of Visibility,2/8/2018,Thu,"There is a crosswalk at Observatory and Duncan, but there is no signage or lights or notification to drivers",walks,HALPIN AV & GRIEST AV,Griest Av,Hyde Park,4241276902642414729006,,,,,,,,,,,,,,
990,3317083863733575438702,Jaywalking,Jaywalking,2/8/2018,Thu,"People do not care if the light is red; they will still cross. They will even cross the intersection diagonally, so that they are in the intetsection of all lanes.",drives,E 8TH ST & GARFIELD PL,E 8th St,Downtown,3317083863733575438702,,,,,,,,,,,,,,
991,4077160283440772952933,Lack of Visibility,Lack of Visibility,2/8/2018,Thu,Very hard to turn right or left coming out of Rookwood due to steep incline. Poor visibility to pedestrians and cars in very busy area.,drives,MADISON RD & RRXING NORFOLK AND WESTERN,Madison Rd,Hyde Park,4077160283440772952933,Agree,,,,,,,,,,,,,
992,3359146774633591957433,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/8/2018,Thu,Cars constantly run these lights and accidents happen often.,walks,BROADWAY & E 5TH ST,Broadway,Downtown,3359146774633591957433,Buses too!!!,,,,,,,,,,,,,
992,3359146774633591957433,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/8/2018,Thu,Cars constantly run these lights and accidents happen often.,walks,BROADWAY & E 5TH ST,Broadway,Downtown,3359146774633591957433,I agree,,,,,,,,,,,,,
992,3359146774633591957433,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/8/2018,Thu,Cars constantly run these lights and accidents happen often.,walks,BROADWAY & E 5TH ST,Broadway,Downtown,3359146774633591957433,"Agreed! Crossing 5th at Broadway is dangerous.  Even being aware of this hazard, I've come close to being hit on 3 different occasions.  I think the problem is that drivers start looking ahead to the highway entrance signs & miss the light.",,,,,,,,,,,,,
993,3381090099733811351395,Speeding,Speeding,2/8/2018,Thu,"Cars speed down Burnet Ave in the area around Children's Hospital between the blocks of Kasota and Erckenbrecker. Several hospital employees have almost been hit, especially when dark",walks,BURNET AV & KASOTA ST,Burnet Av,Avondale,3381090099733811351395,I agree,,,,,,,,,,,,,
993,3381090099733811351395,Speeding,Speeding,2/8/2018,Thu,"Cars speed down Burnet Ave in the area around Children's Hospital between the blocks of Kasota and Erckenbrecker. Several hospital employees have almost been hit, especially when dark",walks,BURNET AV & KASOTA ST,Burnet Av,Avondale,3381090099733811351395,I agree,,,,,,,,,,,,,
993,3381090099733811351395,Speeding,Speeding,2/8/2018,Thu,"Cars speed down Burnet Ave in the area around Children's Hospital between the blocks of Kasota and Erckenbrecker. Several hospital employees have almost been hit, especially when dark",walks,BURNET AV & KASOTA ST,Burnet Av,Avondale,3381090099733811351395,I agree,,,,,,,,,,,,,
994,4079006006940791310064,Lack of Visibility,Lack of Visibility,2/8/2018,Thu,"Delivery trucks often park directly next to the crosswalk here, making it very hard for pedestrians to look for cars. And at the same time it makes it hard for drivers to see someone who would like to cross the street.",walks,MONTEITH AV & OBSERVATORY AV,Observatory Av,Hyde Park,4079006006940791310064,"Agree. Or, they park ON the crosswalk.",,,,,,,,,,,,,
995,3358953891733593769018,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/8/2018,Thu,Cars coming off gilbert constantly run this red light.,walks,REEDY ST & E 8TH ST,Reedy St,Downtown,3358953891733593769018,,,,,,,,,,,,,,
996,4253920585142539466109,Parking too close to intersection,Parking too close to intersection,2/8/2018,Thu,,drives,SHEREL LN & BROTHERTON RD,Sherel Ln,Oakley,4253920585142539466109,,,,,,,,,,,,,,
997,4253920585142539466109,Parking too close to intersection,Parking too close to intersection,2/8/2018,Thu,,drives,SHEREL LN & BROTHERTON RD,Sherel Ln,Oakley,4253920585142539466109,,,,,,,,,,,,,,
998,3358665049833587060256,Other,Other,2/8/2018,Thu,"The street is too narrow with cars parking on both sides.  Implement a resident-only parking program, or allow cars to only park on one side of the street.",drives,HOUSMAN AL & BROADWAY,Broadway,Pendleton,3358665049833587060256,,,,,,,,,,,,,,
999,3018244653630182566306,Speeding,Speeding,2/8/2018,Thu,"Speed limit changes 25-35mph here, slows shortly in North College Hill. Cars fly and are seriously close to side walks.  Many accidents in this area as cars speed in short 35mph zone.",walks,HARBESON AV & TEAKWOOD AV,Hamilton Av,College Hill,3018244653630182566306,I agree,,,,,,,,,,,,,
999,3018244653630182566306,Speeding,Speeding,2/8/2018,Thu,"Speed limit changes 25-35mph here, slows shortly in North College Hill. Cars fly and are seriously close to side walks.  Many accidents in this area as cars speed in short 35mph zone.",walks,HARBESON AV & TEAKWOOD AV,Hamilton Av,College Hill,3018244653630182566306,I agree.,,,,,,,,,,,,,
1000,4293402975342936561141,Crosswalk Needed,Crosswalk Needed,2/8/2018,Thu,"There should be a way to access French Park from the adjoining neighborhoods without having to get in one's car.  As it is now, Section Road is too dangerous to cross without any sort of sidewalks or cross walk.",walks,SECTION RD & KINCAID LN,Kincaid Rd,,4293402975342936561141,Agreed.,,,,,,,,,,,,,
1000,4293402975342936561141,Crosswalk Needed,Crosswalk Needed,2/8/2018,Thu,"There should be a way to access French Park from the adjoining neighborhoods without having to get in one's car.  As it is now, Section Road is too dangerous to cross without any sort of sidewalks or cross walk.",walks,SECTION RD & KINCAID LN,Kincaid Rd,,4293402975342936561141,Sidewalks on Section would be awesome! It's so sad that you have to DRIVE to a park that's less than 5 minutes away.,,,,,,,,,,,,,
1001,3381135139533817451335,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/8/2018,Thu,,walks,BURNET AV & KASOTA ST,Kasota St,Avondale,3381135139533817451335,,,,,,,,,,,,,,
1002,3388570073933897180396,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,Vehicles consistantly do not yield at the cross walk,walks,EDEN AV & GOODMAN ST,Goodman Dr,Corryville,3388570073933897180396,agree!,,,,,,,,,,,,,
1002,3388570073933897180396,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,Vehicles consistantly do not yield at the cross walk,walks,EDEN AV & GOODMAN ST,Goodman Dr,Corryville,3388570073933897180396,agree!,,,,,,,,,,,,,
1002,3388570073933897180396,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,Vehicles consistantly do not yield at the cross walk,walks,EDEN AV & GOODMAN ST,Goodman Dr,Corryville,3388570073933897180396,I've almost been run over 3 times here by people who do not know that there is a crosswalk here,,,,,,,,,,,,,
1003,4282250639642825326577,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/8/2018,Thu,Too many drivers run lights here. I've been almost hit more than once.,walks,RIDGE AV & MONTGOMERY RD,Montgomery Rd,Pleasant Ridge,4282250639642825326577,I agree,,,,,,,,,,,,,
1003,4282250639642825326577,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/8/2018,Thu,Too many drivers run lights here. I've been almost hit more than once.,walks,RIDGE AV & MONTGOMERY RD,Montgomery Rd,Pleasant Ridge,4282250639642825326577,I agree there are too many cars running lights not only at this intersection but all along Montgomery road.,,,,,,,,,,,,,
1003,4282250639642825326577,Vehicles run red lights or stop signs,Vehicles run red lights or stop signs,2/8/2018,Thu,Too many drivers run lights here. I've been almost hit more than once.,walks,RIDGE AV & MONTGOMERY RD,Montgomery Rd,Pleasant Ridge,4282250639642825326577,I agree,,,,,,,,,,,,,
1004,3381745133533817751611,Parking too close to intersection,Parking too close to intersection,2/8/2018,Thu,,drives,HARVEY AV & KASOTA ST,Harvey Av,Avondale,3381745133533817751611,Agree,,,,,,,,,,,,,
1005,3276022432132761205201,Vehicles do not yield at crosswalks,Vehicles do not yield at crosswalks,2/8/2018,Thu,,walks,WOOLPER AV & MCALPIN AV,Clifton Av,Clifton,3276022432132761205201,"I agree.  The crosswalk signs are also blocked by trees.  I have been stopped at this crosswalk for pedestrians to cross, and cars went around me.",,,,,,,,,,,,,
1006,3275178531032761205201,Speeding,Speeding,2/8/2018,Thu,,walks,MIDDLETON AV & MCALPIN AV,McAlpin Av,Clifton,3275178531032761205201,"THis street needs a permanent speed camera to dissuade speeding.  frequently see people riving through in excess of 50mph. Speed bumps may be unwise as emergency route for fire police ambulance, but something has to be installed.",,,,,,,,,,,,,
1006,3275178531032761205201,Speeding,Speeding,2/8/2018,Thu,,walks,MIDDLETON AV & MCALPIN AV,McAlpin Av,Clifton,3275178531032761205201,I agree about speeding in this location.,,,,,,,,,,,,,
1007,4281590865742818058156,Speeding,Speeding,2/8/2018,Thu,People drive like maniacs on Ridge,walks,RIDGE AV & AMBR|CINC|COLUTP CORPLINE,Ridge Av,Pleasant Ridge,4281590865742818058156,I live on Ridge and it is downright dangerous. We live at the far end near Columbia Township/Amberly Village and people speed like crazy down our street and are rude an impatient anytime a resident needs to get in out of their driveway.,,,,,,,,,,,,,
